,Título,Setor,Valor,Liquidez Média Diária,PVP,Dividendo,Yeld,Soma Yield 3M,Soma Yield 6M,Soma Yield 12M,Média Yield 3M,Média Yield 6M,Média Yield 12M,Soma Yield Ano Corrente,Variação Cotação Mês,Rentabilidade Mês,Rentabilidade,Patrimônio,VPA,P/VPA,VPA Yield,VPA Change,VPA Rent M,VPA Rent,Ativos,Volatility,Número Cotista,Tx Gestão,Tx Admin,Tx Performance,dt_inclusao
244,KINP11,Fundo de Desenvolvimento,"9,82","38.394,20","2,66","2,90","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","19,95 %","0,00 %","0,00 %",N/A,"26.408.606,84",N/A,N/A,"0,00 %","-100,00 %","0,00 %","0,00 %",0,"12,74",1.932,N/A,N/A,N/A,2024-09-01
245,KISU11,Fundo de Fundos,"8,05","342.214,36","0,93","0,07","0,86 %","2,64 %","5,37 %","10,89 %","0,88 %","0,90 %","0,91 %","8,15 %","-0,12 %","0,74 %","9,67 %","382.706.967,06","8,66","0,93","0,87 %","-0,69 %","0,17 %","2,49 %",0,"11,30",125.532,N/A,N/A,N/A,2024-09-01
246,KIVO11,Papéis,"79,12","656.108,08","0,89","0,95","1,19 %","3,69 %","7,22 %","14,93 %","1,23 %","1,20 %","1,24 %","10,99 %","-1,66 %","-0,49 %","3,75 %","199.458.763,28",N/A,N/A,N/A,N/A,N/A,N/A,0,"16,18",7.023,N/A,N/A,N/A,2024-09-01
247,KNCA11,Indefinido,"104,46","1.833.246,70","1,03","1,06","1,02 %","3,12 %","6,44 %","12,74 %","1,04 %","1,07 %","1,06 %","9,62 %","3,95 %","5,01 %","12,96 %","2.218.832.872,72","102,72","1,02","0,97 %","0,52 %","1,50 %","12,94 %",0,"7,67",68.440,N/A,N/A,N/A,2024-09-01
248,KNCR11,Papéis,"105,17","5.841.663,94","1,04","0,95","0,91 %","2,79 %","5,70 %","11,96 %","0,93 %","0,95 %","1,00 %","8,70 %","0,50 %","1,42 %","15,17 %","7.034.875.189,42","101,24","1,04","0,99 %","0,49 %","1,48 %","14,86 %",0,"7,61",354.867,N/A,N/A,N/A,2024-09-01
249,KNHF11,Indefinido,"96,40","2.668.340,42","0,97","0,90","0,92 %","2,81 %","5,57 %","11,14 %","0,94 %","0,93 %","0,93 %","8,22 %","2,51 %","3,46 %","5,88 %","1.962.294.195,28",N/A,N/A,N/A,N/A,N/A,N/A,2,"11,33",35.268,N/A,N/A,N/A,2024-09-01
250,KNHY11,Papéis,"104,99","1.747.413,06","1,04","1,03","0,98 %","3,09 %","6,43 %","12,75 %","1,03 %","1,07 %","1,06 %","9,76 %","0,94 %","1,93 %","17,50 %","2.846.129.123,08","101,04","1,04","1,04 %","3,37 %","4,44 %","17,97 %",0,"6,78",31.314,N/A,N/A,N/A,2024-09-01
251,KNIP11,Papéis,"95,28","5.202.861,87","0,99","0,76","0,79 %","2,63 %","5,69 %","10,63 %","0,88 %","0,95 %","0,89 %","8,41 %","2,10 %","2,91 %","16,14 %","7.676.421.637,95","95,86","0,99","0,89 %","2,13 %","3,04 %","12,48 %",0,"7,61",78.618,N/A,N/A,N/A,2024-09-01
252,KNOX11,Indefinido,"103,00","454.943,00",N/A,"2,50","2,34 %","0,00 %","2,34 %","7,34 %","0,00 %","0,39 %","0,73 %","2,34 %","1,29 %","3,66 %","3,66 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"17,86",0,N/A,N/A,N/A,2024-09-01
253,KNPR11,Indefinido,N/A,N/A,N/A,"5,17","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"54.982.060,43",N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,593,N/A,N/A,N/A,2024-09-01
254,KNRE11,Fundo de Desenvolvimento,"0,42","4.975,79","0,59","0,07","12,52 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","12,52 %","-44,00 %","-36,99 %","-36,99 %","14.706.345,21","0,76","0,55","9,22 %","0,00 %","9,22 %","0,46 %",1,"58,92",6.399,N/A,N/A,N/A,2024-09-01
